StudentID;Jaar;Bevl_1;Bevl_2;Bevl_3;Burn1_1;Burn1_2;Burn1_3;Burn1_4;Mot_Stress_1;Mot_Stress_2;Mot_Stress_4;Onnodige_stress_1;Onnodige_stress_2;Onnodige_stress_3;Onnodige_stress_4;Onnodige_stress_5;Onnodige_stress_6;Onnodige_stress_7;Onnodige_stress_8;Onnodige_stress_9;Onnodige_stress_10;Leefst;Cantrill_1;Q297_1;Depr_1;Depr_2;Depr_3;Depr_4;Depr_5;Depr_6;Depr_7;Depr_8;Studiejaar;StPunt_beh;Cijfer_huidig_1;Vertr;StopInt;Hulp_1;Hulp_2;Hulp_3;Bekendgebruik_1;Bekendgebruik_2;Bekendgebruik_3;Bekendgebruik_4;Bekendgebruik_5;Bekendgebruik_6;Bekendgebruik_7;Cogn_Eng1_1;Cogn_Eng1_2;Cogn_Eng1_3;Cogn_Eng1_4;Cogn_Eng1_5;Cogn_Eng1_6;Cogn_Eng2_1;Cogn_Eng2_2;Cogn_Eng2_3;Cogn_Eng2_4;Cogn_Eng2_5;Cogn_Eng2_6;Cogn_Eng2_7;Cogn_Eng2_8;Partici1_1;Partici1_2;Partici1_3;Partici1_4;Geslacht;Leeftijd;Vooropleid;Locatie;Domein;Opleidingsvorm;Stopint2;Betrok_Ouders;Werk_1;Uitwissel
62;2025;3;3;3;3;3;3;3;3.8;1.8;3.8;2;2;2;3;3;3;2;2;2;3;3;5;5;1;1;1;3.67;1;3.67;1;2.33;1;3;4.04;1;0;3;1;1;1;1;1;1;1;1;1;4;4;2;5;5;5;4;4;4;4;4;5;5;4;4;3;2;2;Man;37;Mbo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Deeltijd;5;4;5;0
63;2025;1;2;1;4;4;4;4;1.8;3.8;1.4;;2;;3;;3;4;3;3;;4;2.6;3.8;3.67;3.67;2.33;2.33;2.33;2.33;2.33;2.33;1;1;3;1.8;1;1;1;5;1;1;3;1;1;1;1;3;3;4;4;2;2;1;1;1;1;1;1;1;1;1;1;1;1;Vrouw;20;Mbo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Deeltijd;3;1;4.76;0
64;2025;3;4;4;3;3;3;3;3.8;3.8;4.2;2;3;2;3;3;3;3;2;3;3;3;4.2;3.4;1;2.33;2.33;3.67;1;3.67;1;2.33;1;1;3;1.8;0;5;3;1;1;3;1;1;1;1;1;3;4;4;3;3;4;3;4;4;4;4;4;3;4;2;1;1;1;Vrouw;23;Mbo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Deeltijd;5;4;3.24;0
65;2025;1;1;1;5;5;5;5;1;5;1;5;5;5;5;5;5;5;5;5;5;5;3.4;2.6;1;2.33;5;5;5;5;5;5;1;3.47;1.96;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;5;Man;18;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;3;5;2.44;0
66;2025;2;3;2;2;2;3;3;3.4;3;3;3;2;2;4;4;3;3;4;4;3;4;4.2;4.2;2.33;2.33;2.33;3.67;1;3.67;2.33;1;1;3.73;3.4;1;0;1;1;1;1;3;3;1;1;1;1;3;3;3;4;3;3;3;3;4;4;1;4;3;4;2;2;1;1;Man;17;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;3;2.04;0
67;2025;3;4;4;3;2;3;3;3.8;3.8;3.8;3;3;4;2;3;3;5;3;2;2;3;3.8;3.4;2.33;2.33;2.33;3.67;2.33;3.67;2.33;2.33;1;3.67;3.64;2.6;1;5;1;1;1;1;3;1;1;1;1;3;5;2;4;4;5;4;3;4;3;3;4;3;4;2;1;1;1;Man;21;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;4;1.64;0
68;2025;3;3;2;2;1;2;4;2.6;3.4;3;2;3;2;2;1;3;2;3;3;2;3;3.8;3.4;1;2.33;1;3.67;1;3.67;1;2.33;1;3.33;3.24;2.6;1;1;1;1;1;3;3;1;1;1;1;3;2;3;4;3;4;4;4;3;4;2;3;2;3;1;1;1;1;Man;18;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;1;1.64;0
69;2025;2;3;3;4;3;5;4;3.4;3.8;3.4;4;4;2;4;5;4;5;5;5;3;1;4.2;4.2;2.33;2.33;2.33;3.67;1;3.67;1;2.33;1;3.87;4;1;0;1;1;1;1;3;1;1;1;1;1;3;4;3;4;4;4;3;3;4;3;3;2;2;3;3;1;1;1;Man;18;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;3;3;0
70;2025;3;3;3;2;3;4;4;2.6;3.8;2.6;3;3;3;3;3;3;4;4;4;2;3;3.4;4.2;2.33;2.33;3.67;3.67;2.33;3.67;2.33;2.33;1;3.4;3.72;1.8;1;3;1;1;1;3;3;1;1;5;1;3;2;2;4;3;3;3;2;3;4;2;3;3;3;3;1;1;2;Vrouw;19;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;3;2.6;0
71;2025;3;4;3;3;4;3;3;3.8;2.6;3.4;2;4;2;4;5;5;4;4;5;;4;3.8;4.6;1;1;3.67;3.67;1;3.67;1;2.33;1;3.6;3.56;2.6;1;1;1;1;1;1;1;1;1;5;1;4;4;3;4;3;4;4;4;4;4;3;3;3;4;3;1;1;1;Man;18;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;4;2.2;0
72;2025;4;5;5;2;2;1;4;4.2;2.6;4.2;4;4;5;4;4;5;;3;3;1;4;4.6;4.6;1;1;2.33;3.67;1;3.67;1;2.33;1;2.07;3.64;3.4;0;3;1;1;1;5;5;1;1;1;1;4;4;3;3;5;5;4;4;5;4;4;5;5;4;4;3;3;3;Man;19;Havo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;4;2.68;0
73;2025;2;4;3;3;2;2;4;3.4;3.8;3.4;4;1;2;3;4;4;3;3;4;5;3;3.4;3.8;3.67;3.67;3.67;3.67;2.33;3.67;5;2.33;1;3.47;3.88;1;0;3;3;1;1;3;5;1;1;1;1;3;4;3;4;5;5;4;5;5;4;4;4;4;4;4;2;1;1;Vrouw;17;Havo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;4;2.36;0
74;2025;3;4;3;4;3;2;2;3.4;4.2;3.8;4;5;3;5;5;5;4;5;4;2;4;3.8;3.8;2.33;2.33;3.67;3.67;1;3.67;2.33;2.33;1;3;3.52;2.6;1;5;1;1;1;5;5;3;1;1;1;4;4;3;4;5;5;4;4;4;4;4;5;3;3;3;2;2;4;Vrouw;18;Havo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;3;2.36;0
75;2025;3;4;3;2;2;2;2;4.2;1.8;3.8;4;4;2;1;4;4;1;1;1;1;5;3.4;3;2.33;1;2.33;3.67;1;2.33;2.33;1;1;3.73;3.64;1;0;1;1;1;1;1;1;1;1;1;1;3;3;2;3;4;4;4;2;4;3;2;4;2;4;2;2;1;1;Vrouw;18;Mbo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Voltijd;1;3;1.8;0
76;2025;2;3;3;3;1;2;5;4.2;1.4;3;1;1;1;1;1;1;1;1;1;1;3;2.6;3.4;1;1;1;1;1;3.67;2.33;2.33;1;2.6;3.6;1;1;1;1;1;1;5;5;1;1;1;1;2;4;4;2;2;5;3;3;3;3;3;3;3;3;1;1;1;2;Man;18;Havo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Voltijd;3;4;1.96;0
77;2025;3;4;4;1;2;3;2;4.6;3.8;4.2;1;2;2;3;4;3;3;4;3;3;4;4.6;3.8;1;2.33;2.33;3.67;1;3.67;2.33;1;1;3.73;3.76;1;0;1;1;1;1;1;3;1;1;1;1;4;3;2;4;4;5;3;4;4;4;3;4;3;4;3;2;4;2;Vrouw;18;Havo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;5;1.48;0
78;2025;4;4;4;1;1;2;2;4.2;1.4;4.2;3;4;3;5;5;4;3;3;2;3;5;4.6;3.8;1;2.33;1;3.67;1;5;2.33;1;1;3.47;3.8;1;0;1;1;1;1;3;5;1;1;1;1;4;4;2;5;5;5;4;4;5;3;4;4;2;4;2;1;1;1;Vrouw;20;Havo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;5;1.64;0
79;2025;3;3;2;4;2;3;3;3.8;5;3.8;3;4;3;3;4;5;3;3;4;1;4;3.4;4.2;1;5;2.33;3.67;1;5;2.33;2.33;1;2.87;3.4;2.6;1;3;1;1;1;5;3;1;1;1;1;2;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;Vrouw;18;Havo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;3;2.6;0
80;2025;3;4;4;4;4;1;1;3.8;2.6;3.4;3;2;2;1;4;3;1;1;3;1;5;3.4;3.4;2.33;2.33;2.33;3.67;1;5;2.33;2.33;1;3.47;3.6;1;0;5;1;1;1;1;1;1;1;1;1;5;4;1;4;3;5;5;4;4;4;3;5;3;2;2;2;2;1;Vrouw;19;Mbo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;5;1.88;0
81;2025;3;4;3;2;2;2;3;4.2;2.6;3.4;5;3;2;4;5;5;3;3;2;5;2;3.8;4.2;2.33;2.33;1;3.67;2.33;2.33;2.33;3.67;1;3.4;3.56;1;1;3;1;1;1;5;5;1;1;1;1;3;5;1;4;4;3;5;5;4;4;3;5;4;5;4;4;4;4;Vrouw;19;Havo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;4;2.2;1
82;2025;2;3;2;3;3;2;5;2.2;3.8;2.2;3;4;3;4;3;3;1;3;5;2;3;2.2;3.8;2.33;2.33;3.67;3.67;2.33;3.67;1;1;1;3.6;3.6;2.6;0;1;3;5;1;1;1;1;1;5;1;3;4;2;5;4;4;4;2;2;2;1;4;2;3;1;1;1;1;Man;18;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;3;1;2.12;0
83;2025;2;4;3;2;2;3;1;2.2;1;3.8;1;1;1;2;1;1;1;1;1;1;4;4.2;3.4;1;1;1;3.67;1;5;1;2.33;1;3.33;3.4;2.6;0;1;1;1;1;3;5;1;1;1;1;2;5;3;4;4;4;4;3;4;4;3;5;2;4;3;1;2;2;Man;18;Havo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;3;1.4;0
84;2025;3;4;4;3;3;4;2;4.2;3.4;3.8;5;3;4;5;4;4;5;4;4;5;4;3.4;3.8;2.33;3.67;2.33;3.67;2.33;3.67;3.67;3.67;1;1.33;3.4;1;0;3;5;3;1;1;1;1;1;1;1;4;4;3;1;3;3;3;3;3;3;3;3;3;4;3;3;3;3;Vrouw;29;Mbo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Deeltijd;5;1;1.8;0
85;2025;4;5;5;1;3;4;2;4.6;2.6;4.6;2;2;3;4;4;2;1;2;3;1;4;3;4.2;2.33;1;3.67;3.67;3.67;2.33;1;2.33;1;4;4;1;0;1;1;1;1;1;3;1;3;3;1;4;4;2;4;5;4;4;2;3;4;3;5;3;4;4;5;3;3;Man;20;Havo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;3;2.6;0
86;2025;3;4;3;2;3;4;2;3.8;3;3.4;3;2;2;2;3;1;2;1;1;2;4;3.8;4.2;2.33;3.67;3.67;3.67;1;3.67;2.33;2.33;1;4;4;1;0;3;3;1;1;1;1;1;1;1;1;4;5;2;4;4;4;4;4;4;4;4;4;4;4;4;3;1;1;Man;22;Mbo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;2;2.84;0
87;2025;3;4;3;3;5;4;2;4.2;4.2;3.4;2;3;;3;4;5;;5;4;;3;3.4;3.8;2.33;3.67;3.67;2.33;1;2.33;3.67;2.33;1;3.8;4.4;1;0;1;1;1;1;1;1;1;1;1;1;5;4;2;4;4;4;5;4;3;4;3;4;2;3;4;1;1;4;Vrouw;35;Anders, namelijk (vul in):;Haarlem;Onderwijs en Innovatie (ONI);Deeltijd;5;4;2.36;0
88;2025;4;4;4;2;1;2;1;4.2;1.8;3.8;2;3;;;3;;;2;3;2;2;4.6;4.6;2.33;2.33;1;5;2.33;3.67;1;1;1;3;1;1;0;1;1;1;1;1;3;1;1;1;1;5;5;2;4;5;5;4;4;4;3;3;5;3;5;2;3;5;5;Man;21;Mbo;Haarlem;Business, Finance and Law (BFL);Voltijd;5;5;2.76;0
89;2025;3;4;3;3;3;2;2;3.8;3.8;3.4;;3;;1;;3;;3;4;;3;3.4;4.2;2.33;2.33;2.33;1;2.33;2.33;2.33;1;1;2.67;3.8;1;0;1;1;1;1;1;1;1;1;1;1;4;4;3;5;4;4;4;3;3;2;4;4;4;4;3;1;3;1;Vrouw;44;Mbo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Deeltijd;5;1;3.56;0
90;2025;2;3;3;3;4;3;4;1.8;3.4;1.8;;3;3;4;5;5;2;3;2;4;3;2.6;4.2;2.33;3.67;3.67;3.67;1;2.33;2.33;2.33;1;3.73;3.92;2.6;1;3;5;1;1;3;5;1;1;3;1;3;4;3;4;3;4;4;4;4;4;3;4;3;3;3;3;1;4;Man;19;Havo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Voltijd;1;3;3.08;0
91;2025;4;4;4;3;2;3;1;4.6;4.2;5;3;4;3;5;5;4;;5;4;1;2;4.2;4.2;1;1;2.33;3.67;1;3.67;1;1;1;6.67;4.44;1;0;3;1;1;1;5;1;3;1;1;1;4;5;1;4;4;5;4;4;4;4;4;5;4;4;3;1;1;3;Man;47;Mbo;Haarlem;Onderwijs en Innovatie (ONI);Deeltijd;5;3;3.48;0
92;2025;3;4;4;3;3;2;2;4.2;3;3.8;4;4;3;4;5;4;3;2;3;2;4;3.4;4.6;1;2.33;2.33;3.67;1;3.67;1;1;1;2.8;3.84;2.6;0;1;1;3;1;1;1;1;3;1;3;4;4;3;4;5;4;4;3;3;4;4;4;3;3;3;1;3;4;Man;22;Anders, namelijk (vul in):;Haarlem;Creative Business (CB);Voltijd;5;4;5;0
93;2025;2;4;3;2;2;3;2;3.4;3;3.4;2;2;1;2;3;1;3;2;3;1;3;3;3.8;2.33;1;2.33;3.67;2.33;2.33;1;2.33;1;3.87;3.56;1;0;3;1;1;1;3;3;1;1;3;1;4;4;3;4;4;4;3;3;4;3;3;2;2;3;3;2;3;3;Man;21;Mbo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;3;3.88;0
94;2025;3;4;3;5;4;4;4;3.4;5;3.4;5;3;3;4;4;3;3;2;2;4;2;3;3;5;2.33;5;1;3.67;1;3.67;5;1;3.53;4.2;5;1;1;1;1;1;1;1;1;1;1;1;5;3;4;2;3;3;4;2;3;3;3;4;3;3;3;3;3;3;Vrouw;23;Havo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;2;4.2;0
95;2025;3;4;3;2;2;4;4;4.2;3.4;4.2;2;3;3;3;5;4;5;5;3;5;4;4.2;3.8;2.33;2.33;3.67;2.33;1;3.67;1;3.67;1;3.2;3.4;1.8;1;1;1;1;1;3;3;3;3;3;3;2;4;4;4;3;5;2;3;2;3;1;1;1;2;3;1;1;1;Vrouw;19;Havo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;3;1.4;0
96;2025;3;5;5;4;3;4;4;5;3;3.8;5;5;2;4;5;5;2;3;1;1;5;4.2;4.6;1;2.33;3.67;3.67;1;3.67;1;1;1;3.6;4;1;0;1;1;1;1;1;1;1;1;1;1;5;5;1;5;3;5;5;4;5;5;3;4;3;3;2;1;3;4;Vrouw;18;Havo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Duaal;5;5;3.56;0
97;2025;3;4;3;3;3;3;3;3.4;3.8;3.4;3;4;2;4;5;4;4;4;4;2;4;4.2;3.8;2.33;2.33;3.67;3.67;2.33;3.67;2.33;2.33;1;3;3.4;2.6;0;1;1;1;1;1;1;1;1;1;1;4;4;3;5;4;3;3;3;3;3;4;4;3;3;3;2;1;2;Vrouw;19;Havo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Duaal;5;4;1.56;0
98;2025;3;4;4;3;2;4;4;3.4;3;3.4;1;1;1;3;3;2;2;2;2;3;4;3.8;3.4;2.33;2.33;1;2.33;1;2.33;2.33;2.33;1;3.67;4.32;1;0;1;1;1;1;1;3;1;1;1;1;4;5;3;5;3;4;3;5;4;4;1;1;1;2;1;1;1;1;Vrouw;20;Anders, namelijk (vul in):;Haarlem;Gezondheid, Sport en Welzijn (GSW);Duaal;5;3;3.88;0
99;2025;2;3;3;4;3;2;1;3.4;4.2;3.4;4;3;5;3;3;3;1;1;1;5;3;3;3.8;1;2.33;2.33;3.67;1;3.67;2.33;1;1;3.67;3.8;2.6;0;1;1;1;1;1;1;1;1;1;1;3;2;4;2;3;3;2;4;3;3;1;5;4;4;3;3;4;3;Man;24;Havo;Haarlem;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;1;2.2;0
100;2025;4;4;2;4;5;5;3;4.6;4.6;2.6;5;2;5;5;5;4;5;5;5;5;4;3.8;3.8;2.33;3.67;3.67;3.67;3.67;2.33;2.33;1;1;4;3.84;1;0;5;3;1;1;1;1;1;1;1;1;5;5;3;5;1;2;5;5;5;5;1;5;1;4;4;1;5;1;Man;23;Mbo;Haarlem;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;4;3.24;0
101;2025;3;4;2;3;1;4;4;3.8;3.8;3.8;2;4;1;5;5;5;3;5;4;5;4;4.2;3.8;2.33;2.33;2.33;3.67;1;3.67;1;2.33;1;3.6;3.72;1;0;1;1;1;1;1;1;1;1;1;1;4;5;3;2;4;5;4;4;4;5;2;5;1;1;1;1;1;1;Man;19;Havo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Duaal;5;4;3.56;0
102;2025;4;4;4;3;2;4;2;4.6;3;3.8;;;2;2;4;3;2;3;2;3;4;4.6;4.2;1;1;2.33;5;1;3.67;1;1;1;2.47;4.12;1;0;1;1;1;1;1;3;1;1;1;1;3;5;2;4;4;4;4;3;4;2;3;4;3;4;3;3;1;1;Man;21;Havo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Duaal;5;3;3.56;0
103;2025;3;5;4;4;3;3;3;3.8;3;4.2;1;1;1;2;3;3;3;1;1;5;4;3.8;4.2;2.33;1;2.33;3.67;2.33;5;2.33;2.33;1;3.87;3.8;1;0;1;1;1;1;1;1;1;1;1;1;4;5;3;4;5;5;5;5;5;5;3;5;4;4;3;1;1;1;Vrouw;20;Havo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;3;2.28;0
104;2025;2;5;3;4;3;4;3;4.2;3.8;2.2;3;3;2;2;2;3;5;2;3;1;5;3.8;5;1;2.33;2.33;5;2.33;3.67;1;2.33;1;2.33;3.96;1.8;0;1;1;1;1;5;5;1;1;1;1;4;4;3;4;4;3;4;4;3;4;4;3;4;3;4;4;4;4;Man;21;Ik heb een buitenlandse vooropleiding afgerond (bv. A-levels);Haarlem;Creative Business (CB);Voltijd;5;1;4.2;1
105;2025;4;4;3;2;2;3;1;4.2;1.8;4.2;2;2;2;3;2;3;2;3;3;3;2;2.6;3.8;3.67;5;5;2.33;3.67;2.33;3.67;3.67;1;3.07;3.84;2.6;0;1;1;1;1;1;1;1;1;1;1;4;5;2;4;4;5;4;3;4;4;2;5;3;4;3;2;1;2;Vrouw;19;Havo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;1;3;0
106;2025;4;4;3;2;3;1;2;4.2;3.4;4.6;2;3;2;1;4;2;3;1;4;1;3;2.6;4.2;1;2.33;2.33;2.33;3.67;1;2.33;2.33;1;3.27;4.24;1;0;3;1;3;1;5;1;3;1;1;1;4;4;2;3;3;2;3;2;3;2;3;5;3;4;3;3;3;3;Man;20;Mbo;Haarlem;Creative Business (CB);Voltijd;5;4;4.28;1
107;2025;3;4;4;3;3;3;3;3.8;4.2;3.8;1;2;1;1;1;1;;1;1;1;4;3.8;4.2;2.33;2.33;3.67;2.33;1;3.67;2.33;2.33;1;2.67;4.44;1;0;1;1;3;1;1;1;1;1;1;1;5;5;3;5;5;5;3;4;4;3;3;5;3;3;3;1;2;1;Vrouw;29;Havo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Deeltijd;5;3;2.92;0
108;2025;1;2;1;4;3;5;4;2.2;5;1.4;5;3;3;5;5;5;5;5;5;4;4;3.8;5;2.33;5;3.67;3.67;1;3.67;2.33;5;1;3.4;3.8;1;0;5;1;1;1;1;1;1;1;1;1;5;2;5;3;2;3;4;4;4;3;2;4;1;1;1;1;1;1;Vrouw;18;Havo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Voltijd;3;5;2.04;0
109;2025;3;4;4;2;1;1;2;3.8;2.6;4.2;2;1;1;1;1;3;1;;1;;2;3.4;4.2;3.67;2.33;5;2.33;5;3.67;2.33;1;1;3;3.84;1;0;1;1;1;1;1;1;1;1;1;1;4;5;3;4;4;4;4;3;4;4;5;5;3;5;1;1;1;1;Man;20;Havo;Haarlem;Business, Finance and Law (BFL);Voltijd;5;3;2.2;0
110;2025;2;3;3;2;1;3;3;4.2;2.2;3.8;1;2;1;2;3;2;3;2;1;1;4;4.2;3.4;2.33;1;1;3.67;1;2.33;1;1;1;3.87;3.8;1;0;1;1;1;1;5;3;1;1;5;5;3;5;3;5;3;4;3;1;4;2;2;4;1;3;1;1;1;2;Man;20;Havo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;3;1.64;0
111;2025;3;5;4;3;2;4;3;4.2;3.4;3.8;2;2;2;4;5;4;4;3;3;3;3;4.2;3.8;2.33;2.33;3.67;3.67;2.33;3.67;2.33;2.33;1;3.47;3.4;1;0;1;1;1;1;1;1;1;1;1;1;4;4;3;4;4;3;4;3;4;3;1;4;1;3;3;1;1;1;Vrouw;18;Havo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Duaal;5;4;3.56;0
112;2025;2;4;4;2;2;2;4;3.8;3.4;3.8;3;2;4;4;3;3;3;3;3;3;4;4.2;3.8;1;1;1;3.67;1;3.67;1;2.33;1;3.07;3.64;5;0;1;1;1;1;1;1;1;1;1;1;4;5;2;4;4;4;5;5;5;5;3;3;3;3;3;1;1;1;Man;21;Anders, namelijk (vul in):;Haarlem;Gezondheid, Sport en Welzijn (GSW);Duaal;5;3;3.56;0
113;2025;2;2;1;5;4;5;5;1.8;2.6;1.8;;2;1;4;5;5;5;5;5;;2;1.8;4.6;5;5;5;1;5;1;5;5;1;3;3.4;2.6;1;3;1;5;1;1;5;1;1;1;1;1;2;5;1;2;4;3;2;3;2;1;4;1;1;2;1;1;1;Vrouw;22;Mbo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Voltijd;3;2;2.04;0
114;2025;2;4;3;1;1;1;1;4.2;1;4.2;1;1;1;1;2;1;1;1;2;1;4;4.2;3.4;1;1;1;3.67;1;3.67;1;1;1;3.6;3.72;1;0;1;1;1;1;3;3;1;1;1;1;2;4;3;3;4;4;4;4;4;3;2;5;2;3;2;1;1;2;Man;23;Havo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Duaal;5;3;4.2;0
115;2025;1;4;3;3;4;4;4;3;4.6;3.8;2;2;2;3;3;4;5;3;2;2;3;3.4;4.2;2.33;3.67;2.33;2.33;1;2.33;2.33;5;1;2.13;3.8;1.8;0;5;1;1;1;1;3;1;1;1;1;2;4;5;3;4;4;4;3;3;3;2;4;1;2;2;1;1;1;Vrouw;24;Havo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Duaal;5;3;3.56;0
116;2025;4;4;4;1;3;1;2;4.6;3.4;4.2;;3;1;;4;2;1;2;1;3;4;3.8;4.6;2.33;2.33;1;3.67;1;2.33;2.33;2.33;1;3;4.08;1;0;1;1;1;1;1;3;1;1;1;1;4;4;2;4;4;4;4;4;4;4;3;5;3;4;3;1;1;1;Vrouw;20;Mbo;Haarlem;Onderwijs en Innovatie (ONI);Deeltijd;5;5;2.6;0
117;2025;4;4;4;2;2;3;3;4.6;3;4.2;2;3;3;2;2;3;3;2;3;3;3;3.8;4.2;2.33;1;2.33;3.67;2.33;3.67;2.33;2.33;1;3.67;4.12;1;0;1;1;1;1;1;1;1;1;1;1;3;4;2;4;5;5;4;4;4;3;4;5;4;5;3;2;3;3;Man;24;Mbo;Haarlem;Creative Business (CB);Voltijd;5;3;2.2;0
118;2025;4;5;5;2;1;1;1;4.6;4.6;5;1;5;4;4;4;3;1;1;4;1;1;4.2;4.2;1;1;1;5;1;3.67;2.33;1;1;1;4.2;1;0;1;1;1;1;1;1;1;1;1;1;5;5;1;4;5;5;5;4;3;4;3;4;5;5;5;5;5;5;Vrouw;39;Mbo;Haarlem;Onderwijs en Innovatie (ONI);Deeltijd;5;5;3.8;0
119;2025;3;3;2;4;5;5;5;4.2;3.8;3;;3;;3;;3;1;1;3;;4;3.4;4.2;2.33;3.67;3.67;2.33;1;2.33;1;2.33;1;1;1;1;0;1;3;5;1;5;1;1;1;1;1;4;4;4;4;2;3;4;3;1;1;1;2;1;1;5;1;5;5;Man;20;Havo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Deeltijd;5;4;4.6;0
120;2025;4;4;3;2;2;2;2;4.2;3.4;4.2;;;;;4;5;5;2;;1;4;3.8;4.6;3.67;3.67;2.33;2.33;3.67;2.33;3.67;3.67;1;1;1;1.8;0;5;1;1;1;1;1;1;1;1;1;3;5;3;5;5;5;5;5;4;4;4;4;4;4;2;1;1;1;Vrouw;28;Anders, namelijk (vul in):;Rotterdam;Gezondheid, Sport en Welzijn (GSW);Deeltijd;5;4;3.56;0
121;2025;3;4;3;2;2;2;3;3.8;2.6;3.8;3;2;1;2;3;2;1;2;2;1;4;4.2;4.2;2.33;1;3.67;3.67;1;3.67;1;2.33;1;3;4.24;1;0;5;1;1;1;1;1;1;1;5;1;4;5;3;5;4;4;3;2;3;1;2;5;2;4;1;1;1;1;Man;50;Havo;Rotterdam;Business, Finance and Law (BFL);Deeltijd;5;1;3.56;0
122;2025;3;2;2;4;3;4;4;1.8;4.2;1.8;3;4;3;4;3;4;5;4;4;2;4;3.8;4.6;2.33;2.33;2.33;3.67;2.33;3.67;2.33;2.33;1;3.33;3.72;2.6;1;5;1;5;1;1;3;1;1;5;1;3;3;3;4;2;2;3;4;4;3;2;4;3;2;3;1;1;1;Vrouw;19;Havo;Rotterdam;Business, Finance and Law (BFL);Voltijd;1;3;1.8;0
123;2025;3;4;3;3;4;2;3;3.8;4.2;4.2;4;4;3;4;5;5;4;2;4;2;3;3;3.8;5;5;3.67;1;3.67;1;3.67;3.67;1;3.27;4.12;2.6;0;1;1;5;1;1;3;1;3;1;1;4;5;3;4;4;3;4;4;4;3;2;5;2;3;2;1;3;2;Vrouw;17;Havo;Rotterdam;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;4;2.28;0
124;2025;3;2;2;2;2;2;3;3.8;3;2.6;3;3;4;5;4;4;4;3;5;4;4;3.4;4.2;2.33;2.33;2.33;2.33;2.33;2.33;2.33;1;1;3.33;3.6;1;0;1;1;1;1;1;5;5;1;1;1;3;3;3;3;3;3;3;3;3;3;2;2;2;3;2;1;2;1;Vrouw;19;Havo;Rotterdam;Business, Finance and Law (BFL);Voltijd;5;2;2.44;0
